productID,productName,productRating,productNumRate,productNumSold,productBrand,productDescription,productPrice,inventoryStock
119273550,Áo sơ mi trắng nam dài tay cao cấp vải lụa mềm mịn co giãn nhẹ mặc mát AHOP21,0,0,0,OEM,,1058000,29891
119272629,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D38,0,0,0,OEM,,999000,1169
119273491,Áo sơ mi nam Tay Ngắn sọc caro vải kate đứng form size từ 50-85kg akate14,0,0,0,OEM,,999000,79999
119272915,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái không nhăn rất mát A3D - HÀNG XẢ,0,0,0,OEM,,959000,1070
117839035,"Set áo sơ mi kẻ sọc phối cà vạt phong cách basic, lịch sự by CarrotStore",0,0,0,OEM,,1139000,341
117849858,Áo sơ mi tay ngắn tà xếp ly,0,0,0,OEM,,955000,399996
117847270,Áo sơ mi thêu túi chất vải đũi cao cấp không nhăn . form áo slim,0,0,0,OEM,,989000,161443
117843902,Áo Sơ Mi Nữ Kẻ Ô Xinh Chất Tơ Cotton Mền Mại Phong Cách Hàn Quốc,0,0,0,OEM,,895000,4115
117841762,Áo Sơ Mi Lụa Nhật Thiết Kế TuTu Store Mã A222,0,0,0,OEM,,1165000,36
119418239,Áo Sơ Mi Kẻ Sọc Tay Dài Choice PS06 Hàn Quốc Form Rộng,0,0,0,OEM,,1320000,899991
117645742,áo sơ mi sọc tay dài 4 màu kèm áo thun mã MQ 221,0,0,0,OEM,,959000,399996
117644485,Áo Sơ Mi Nữ Kẻ Ô Hot Thêu Gấu Xinh Xắn Phong Cách Hàn Quốc,0,0,0,OEM,,1059000,699993
117773994,"Áo sơ mi tay xếp li sooc tay lở thời trang nữ cao cấp, chất liệu vải mềm mát, không phai màu MD A239",0,0,0,OEM,,1050000,738
117773345,Áo sơ mi cổ vest đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái rất mát họa tiết hoa lá A3D54,0,0,0,OEM,,1099000,62
117773319,Áo sơ mi đi biển họa tiết THÁI KHANG vải lụa mềm mặc thoải mái rất mát họa tiết hoa lá A3D61,0,0,0,OEM,,1099000,570
117761715,A179 -áo sơ mi họa tiêt chât vải Lụa mịn mát MD,0,0,0,OEM,,1039000,2414
117773763,Áo Sơ Mi Nam Ngắn Tay Cao Cấp Chất Cotton Vải Dày Dặn Phối Màu Chuẩn Đẹp.,0,0,0,OEM,,969000,79927
117773721,Áo Sơ Mi Nam Nữ Cao Cấp Chất Đũi 2 Túi In Chữ Đẹp.,0,0,0,OEM,,989000,39998
117743840,Sale Áo sơ mi tay lỡ In Mặt Cười unisex kaki form rộng Quốc Dân nam nữ fullsize ulzzang,0,0,0,OEM,,940000,90000
117773891,Áo Sơ Mi Nữ Jean Bò Chất Loại 1 Form Rộng Xinh Xắn Phong Cách Hàn Quốc,0,0,0,OEM,,1089000,79669
117773872,Áo Sơ Mi Xoắn Bụng Kẻ Sọc Nhung Tay dài Mặc xinh Xắn Phong CÁch Hàn Quốc,0,0,0,OEM,,1055000,15693
117773605,Áo sơ mi nam dài tay  họa tiết thêu phong cách hàn quốc đang hót,0,0,0,OEM,,969000,9999
117803093,Áo Sơ Mi Dài Tay 1 Túi (nhiều màu) AM79,0,0,0,OEM,,759000,1499985
116515329,"Sét bộ gồm áo sơ mi linen và quần ống rộng thoáng mát, dễ mặc",0,0,0,QKT,"
THÔNG TIN SẢN PHẨM:
 
- Thể Loại: Áo sơ mi + Quần dài
- Chất Liệu: Linen Bột Premium
- Màu Sắc: trắng
- Họa Tiết: Trơn
- Kiểu Tay: tay dài
- Kích Thước: M / L / XL / 2XL
- Xuất Xứ: Việt Nam
- Mùa Thích Hợp: Xuân, Hè, Thu
- Phù Hợp: Đi làm, Đi chơi, ",800000,200
117281015,"Set áo sơ mi + quần short ống rộng nữ chất liệu Linen siêu mát, set màu be tôn da không kén dáng BV05",0,0,0,Haint Boutique,"THÔNG TIN SẢN PHẨM:
- Thể Loại: Áo sơ mi + Quần Short- Chất Liệu: Linen Bột Premium- Màu Sắc: Be- Họa Tiết: Trơn- Kiểu Tay: tay lửng- Kích Thước: M / L / XL / 2XL- Xuất Xứ: Việt Nam- Mùa Thích Hợp: Xuân,  Hè, Thu- Phù Hợp: Đi làm, Đi chơi, Đi biển
HƯ",575000,400
117869483,"Set bộ dễ mặc, giản dị gồm áo sơ mi tay dài và quần short xẻ điệu đà",0,0,0,Haint Boutique,"THÔNG TIN SẢN PHẨM:
- Thể Loại: Áo sơ mi + Quần Short- Chất Liệu: Linen Bột Premium- Màu Sắc: Trắng- Họa Tiết: Trơn- Kiểu Tay: tay dài- Kích Thước: M / L / XL / 2XL- Xuất Xứ: Việt Nam- Mùa Thích Hợp: Xuân,  Hè, Thu- Phù Hợp: Đi làm, Đi chơi, Đi biển
",899000,200
117088445,Áo Sơ Mi Dài Tay Caro Bamboo Regular Fit 475 Vĩnh Tiến - Nhiều Màu,0,0,0,Vĩnh Tiến,Áo Sơ Mi Dài Tay Caro Bamboo Regular Fit 475 Vĩnh Tiến sở hữu thiết kế cổ điển kết hợp màu sắc hiện đại mang đến vẻ trẻ trung mà không kém phần sang trọng.Chất liệu bamboo (từ cây tre) thiên nhiên mang lại sự mềm mại mướt nhẹ cho bề mặt vải thoáng má,475000,32
116581516,Áo Sơ Mi Ngắn Tay Vải Màu TC Regular Fit 295 Vĩnh Tiến - Vạt Bầu - Nhiều Màu,0,0,0,Vĩnh Tiến,"Áo Sơ Mi Ngắn Tay Vải Màu TC Regular Fit 295 Vĩnh Tiến được may từ chất liệu vải cao cấp, thấm hút mồ hôi và thoáng mát mang lại cảm giác thoải mái cho người mặc. Bên cạnh đó, áo với kiểu dáng đơn giản cùng họa tiết nổi bật, dễ dàng phối cùng các tra",295000,32
118437949,Áo Sơ Mi Dài TayBigsize Caro Bamboo Regular Fit 395 Vĩnh Tiến - Nhiều Màu,0,0,0,Vĩnh Tiến,"Áo Sơ Mi Dài Tay Bigsize Caro Bamboo Regular Fit 395 Vĩnh Tiến  sở hữu thiết kế cổ điển kết hợp màu sắc hiện đại mang đến vẻ trẻ trung mà không kém phần sang trọng.
Chất liệu bamboo (từ cây tre ) thiên nhiên mang lại sự thoáng mát, thấm hút mồ hôi, b",395000,21
118019290,Áo Sơ Mi Dài Tay Họa Tiết Bamboo Regular Fit 465 Vĩnh Tiến - Nhiều Màu,0,0,0,Vĩnh Tiến,"Áo Sơ Mi Dài Tay Họa Tiết Bamboo Regular Fit 465 Vĩnh Tiến sử dụng chất liệu vải chứa thành phần làm từ sợi Bamboo có khả năng kháng khuẩn, ít nhăn nhàu, thấm hút mồ hôi tốt, chống mùi hôi khó chịu, đem lại cảm giác thoải mái cho phái mạnh dù phải mặ",465000,28
114093966,Set Váy Yếm Jean Kèm Áo Thun Trắng Đáng Yêu Dạo Phố BY7129,0,0,0,OEM,,235000,100
114083211,Set Bộ Áo Thun B Phối Quần Short Tone Nâu CaCao Năng Động Cá Tính Đi Học Dạo Phố BY7126,0,0,0,OEM,"Set Bộ Áo Thun B Phối Quần Short Tone Nâu CaCao Năng Động Cá Tính Đi Học Dạo Phố BY7126 - Đơn giản mà vẫn đủ thu hút!- Chất liệu vải: Cotton-️ 3 size S M L Áp dụng chiều cao trung bình 1m60Size XS dưới 42kg, 3 vòng &lt; 80 60 85  Size S dưới 48kg, 3 ",205000,295
115997956,Áo Thun Cao Cấp Trắng Đen Porm Rộng Cá Tính Dạo Phố BY4635,0,0,0,OEM,,195000,1000
115997961,Set Bộ Áo Thun Cao Cấp Gấu Trắng Đen Porm Rộng Cá Tính Dạo Phố BY4636,0,0,0,OEM,,255000,1000
114113499,Set Bộ Áo Thun Xanh Rêu Phối Chân Váy Chữ A Siêu Hot Năng Động Cá Tính Dạo Phố Đi Chơi BY7148,0,0,1,OEM,"Set Bộ Áo Thun Xanh Rêu Phối Chân Váy Chữ A Siêu Hot Năng Động Cá Tính Dạo Phố Đi Chơi BY7148 - Đơn giản mà vẫn đủ thu hút!- Chất liệu vải: váy tuyết mưa có lót áo cotton-️ 3 size S M L Áp dụng chiều cao trung bình 1m60Size XS dưới 42kg, 3 vòng &lt; ",215000,297
115265465,Áo thun cổ tròn (Unisex)  họa tiết Bear in dập nổi - DECUP,0,0,2,Novelty,"Thông tin sản phẩm

Thành phần
95% Cotton 5%Spandex


Form
Unisex


Mô tả


Form rộng, thoải mái.
Chất liệu Cotton co dãn.
Hình in nổi đặc sắc
Thích hợp cho cả nam và nữ.
Vận chuyển từ 2 - 3 ngày.
Được thiết kế và sản xuất bỏi Novelty




Mã sản phẩm",295000,11
115265437,Áo thun cổ tròn (Unisex) họa tiết Bear in dập nổi - basic,0,0,1,Novelty,"

Thông tin sản phẩm

Thành phần
95% Cotton 5%Spandex


Form
Unisex


Mô tả


Form rộng, thoải mái.
Chất liệu Cotton co dãn.
Hình in nổi đặc sắc
Thích hợp cho cả nam và nữ.
Vận chuyển từ 2 - 3 ngày.
Được thiết kế và sản xuất bỏi Novelty




Mã sản ph",295000,2
115265605,Áo thun cổ tròn (Unisex)  họa tiết POWE in dập nổi,0,0,2,Novelty,"Thông tin sản phẩm

Thành phần
95% Cotton 5%Spandex


Form
Unisex


Mô tả


Form rộng, thoải mái.
Chất liệu Cotton co dãn.
Hình in nổi đặc sắc
Thích hợp cho cả nam và nữ.
Vận chuyển từ 2 - 3 ngày.
Được thiết kế và sản xuất bỏi Novelty




Mã sản phẩm",295000,38
115265614,Áo thun cổ tròn (Unisex) họa tiết POWER in dập nổi - BASIC,0,0,0,Novelty,"

Thông tin sản phẩm

Thành phần
95% Cotton 5%Spandex


Form
Unisex


Mô tả


Form rộng, thoải mái.
Chất liệu Cotton co dãn.
Hình in nổi đặc sắc
Thích hợp cho cả nam và nữ.
Vận chuyển từ 2 - 3 ngày.
Được thiết kế và sản xuất bỏi Novelty




Mã sản ph",295000,24
114159237,Set Bộ Áo Thun Gân Phối Quần Dài Ống Rộng Màu Pastel Năng Động Ngọt Ngào BY7171,0,0,0,OEM,"Set Bộ Áo Thun Gân Phối Quần Dài Ống Rộng Màu Pastel Năng Động Ngọt Ngào BY7171 - Đơn giản mà vẫn đủ thu hút!- Chất liệu vải: thun gân-️ 3 size S M L Áp dụng chiều cao trung bình 1m60Size XS dưới 42kg, 3 vòng &lt; 80 60 85  Size S dưới 48kg, 3 vòng &",205000,900
